index	EXP_ID	GROUP_ID	INDIVIDUAL_ID	COMPOUND_NAME	SINGLE_REPEAT_TYPE	SACRIFICE_PERIOD	DOSE	DOSE_UNIT	DOSE_LEVEL	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
557	93	1	1	phenobarbital	Repeat	4 day	0	mg/kg	Control	684.0	111.0	97.0	181.0	0.26	0.0	209.0	17.0	0.5	140.0	4.7	106.0	11.1	5.9	6.1	4.0	1.9	51.0	25.0	67.0	2.0
562	93	2	1	phenobarbital	Repeat	8 day	0	mg/kg	Control	1194.0	67.0	145.0	161.0	0.23	0.05	214.0	24.0	0.5	139.0	5.0	103.0	10.6	6.9	5.8	3.6	1.6	63.0	32.0	116.0	1.0
567	93	3	1	phenobarbital	Repeat	15 day	0	mg/kg	Control	711.0	69.0	133.0	143.0	0.17	0.0	227.0	16.0	0.6	144.0	4.7	104.0	10.3	8.2	6.2	3.7	1.5	66.0	30.0	120.0	1.0
572	93	4	1	phenobarbital	Repeat	29 day	0	mg/kg	Control	567.0	68.0	284.0	162.0	0.25	0.0	204.0	19.0	0.4	141.0	4.1	108.0	10.6	7.8	6.8	3.9	1.3	56.0	32.0	84.0	1.0
577	93	5	1	phenobarbital	Repeat	4 day	10	mg/kg	Low	720.0	88.0	82.0	140.0	0.31	0.0	213.0	14.0	0.5	138.0	5.3	108.0	10.3	7.9	5.7	3.6	1.7	65.0	40.0	101.0	2.0
582	93	6	1	phenobarbital	Repeat	8 day	10	mg/kg	Low	681.0	72.0	150.0	133.0	0.45	0.0	234.0	21.0	0.6	138.0	5.2	106.0	10.4	7.8	6.0	3.5	1.4	65.0	32.0	98.0	1.0
587	93	7	1	phenobarbital	Repeat	15 day	10	mg/kg	Low	665.0	86.0	111.0	161.0	0.16	0.0	195.0	21.0	0.6	142.0	4.7	107.0	11.3	9.3	6.7	4.1	1.6	63.0	36.0	93.0	1.0
592	93	8	1	phenobarbital	Repeat	29 day	10	mg/kg	Low	889.0	73.0	91.0	135.0	0.45	0.0	203.0	20.0	0.4	140.0	4.8	109.0	10.1	7.5	6.2	3.9	1.7	53.0	25.0	80.0	1.0
597	93	9	1	phenobarbital	Repeat	4 day	30	mg/kg	Middle	1015.0	88.0	158.0	165.0	0.41	0.0	209.0	21.0	0.6	138.0	5.4	105.0	10.7	8.5	5.9	3.5	1.5	64.0	39.0	80.0	2.0
602	93	10	1	phenobarbital	Repeat	8 day	30	mg/kg	Middle	652.0	100.0	166.0	187.0	0.38	0.03	225.0	23.0	0.6	140.0	5.2	106.0	10.7	7.9	6.2	3.7	1.5	65.0	31.0	115.0	1.0
607	93	11	1	phenobarbital	Repeat	15 day	30	mg/kg	Middle	874.0	80.0	118.0	155.0	0.23	0.0	200.0	19.0	0.6	141.0	4.8	108.0	11.1	8.4	6.7	3.9	1.4	63.0	32.0	80.0	1.0
612	93	12	1	phenobarbital	Repeat	29 day	30	mg/kg	Middle	703.0	75.0	108.0	136.0	0.39	0.01	207.0	18.0	0.4	140.0	4.6	108.0	10.1	6.9	6.4	3.8	1.5	63.0	32.0	87.0	3.0
617	93	13	1	phenobarbital	Repeat	4 day	100	mg/kg	High	668.0	79.0	124.0	151.0	0.45	0.01	193.0	13.0	0.5	136.0	5.5	105.0	11.2	7.7	5.8	3.6	1.6	55.0	29.0	97.0	1.0
622	93	14	1	phenobarbital	Repeat	8 day	100	mg/kg	High	661.0	84.0	95.0	161.0	0.4	0.0	199.0	24.0	0.6	138.0	5.1	105.0	10.5	7.4	6.4	4.0	1.7	49.0	29.0	106.0	1.0
627	93	15	1	phenobarbital	Repeat	15 day	100	mg/kg	High	722.0	96.0	103.0	160.0	0.31	0.0	185.0	22.0	0.6	142.0	4.4	108.0	10.5	6.9	6.5	3.6	1.2	65.0	37.0	120.0	1.0
632	93	16	1	phenobarbital	Repeat	29 day	100	mg/kg	High	479.0	88.0	121.0	170.0	0.41	0.01	178.0	22.0	0.4	140.0	4.6	104.0	10.7	7.4	7.0	4.1	1.4	51.0	33.0	97.0	2.0
637	94	1	1	rifampicin	Single	3 hr	0	mg/kg	Control	617.0	82.0	56.0	140.0	0.16	0.01	216.0	13.0	0.6	139.0	5.4	104.0	10.9	9.7	5.4	3.4	1.7	72.0	35.0	93.0	1.0
642	94	2	1	rifampicin	Single	6 hr	0	mg/kg	Control	935.0	61.0	48.0	119.0	0.31	0.01	165.0	11.0	0.5	137.0	5.5	105.0	10.1	10.9	5.6	3.7	2.0	74.0	36.0	145.0	1.0
647	94	3	1	rifampicin	Single	9 hr	0	mg/kg	Control	642.0	73.0	37.0	121.0	0.35	0.03	195.0	13.0	0.5	139.0	5.5	102.0	10.3	11.4	5.6	3.4	1.6	55.0	34.0	98.0	1.0
652	94	4	1	rifampicin	Single	24 hr	0	mg/kg	Control	943.0	73.0	141.0	153.0	0.24	0.03	205.0	19.0	0.5	138.0	5.5	106.0	10.6	7.3	6.1	3.9	1.8	73.0	41.0	157.0	1.0
657	94	5	1	rifampicin	Single	3 hr	20	mg/kg	Low	747.0	77.0	83.0	142.0	0.42	0.02	178.0	16.0	0.6	140.0	5.2	104.0	11.1	10.0	5.5	3.5	1.8	71.0	44.0	112.0	1.0
662	94	6	1	rifampicin	Single	6 hr	20	mg/kg	Low	785.0	75.0	95.0	149.0	0.43	0.08	198.0	10.0	0.4	137.0	5.0	105.0	9.9	10.1	5.6	3.5	1.7	68.0	37.0	124.0	1.0
667	94	7	1	rifampicin	Single	9 hr	20	mg/kg	Low	794.0	99.0	43.0	165.0	0.34	0.08	185.0	12.0	0.5	139.0	5.0	105.0	10.0	10.3	5.6	3.6	1.8	62.0	29.0	117.0	2.0
672	94	8	1	rifampicin	Single	24 hr	20	mg/kg	Low	1300.0	101.0	66.0	175.0	0.24	0.0	205.0	18.0	0.5	138.0	4.6	104.0	10.5	8.0	5.7	3.7	1.9	67.0	46.0	97.0	1.0
677	94	9	1	rifampicin	Single	3 hr	60	mg/kg	Middle	972.0	69.0	37.0	126.0	0.51	0.17	195.0	14.0	0.5	139.0	5.0	104.0	11.0	10.4	5.5	3.6	1.9	71.0	34.0	87.0	1.0
682	94	10	1	rifampicin	Single	6 hr	60	mg/kg	Middle	683.0	83.0	103.0	172.0	0.68	0.28	185.0	12.0	0.4	136.0	5.6	105.0	10.0	9.3	5.8	3.7	1.8	59.0	33.0	110.0	1.0
687	94	11	1	rifampicin	Single	9 hr	60	mg/kg	Middle	964.0	93.0	64.0	160.0	0.52	0.09	222.0	11.0	0.5	139.0	5.3	105.0	10.9	11.4	5.9	3.7	1.7	55.0	30.0	114.0	0.0
692	94	12	1	rifampicin	Single	24 hr	60	mg/kg	Middle	774.0	87.0	45.0	142.0	0.28	0.05	196.0	18.0	0.6	139.0	4.8	106.0	10.6	8.5	5.6	3.6	1.8	63.0	31.0	102.0	3.0
697	94	13	1	rifampicin	Single	3 hr	200	mg/kg	High	958.0	63.0	33.0	130.0	0.93	0.35	187.0	15.0	0.5	136.0	4.7	105.0	10.6	8.9	5.8	3.6	1.6	72.0	36.0	123.0	1.0
702	94	14	1	rifampicin	Single	6 hr	200	mg/kg	High	859.0	56.0	107.0	124.0	0.96	0.4	180.0	11.0	0.3	135.0	5.4	104.0	9.6	9.1	5.5	3.3	1.5	63.0	33.0	109.0	1.0
707	94	15	2	rifampicin	Single	9 hr	200	mg/kg	High	706.0	48.0	15.0	108.0	0.94	0.49	186.0	10.0	0.4	140.0	5.3	106.0	10.2	11.1	5.7	3.6	1.7	84.0	40.0	191.0	2.0
711	94	16	1	rifampicin	Single	24 hr	200	mg/kg	High	816.0	69.0	12.0	114.0	0.74	0.32	189.0	12.0	0.3	136.0	5.5	104.0	10.0	7.8	5.7	3.4	1.5	69.0	28.0	88.0	1.0
716	95	1	1	rifampicin	Repeat	4 day	0	mg/kg	Control	1184.0	88.0	122.0	174.0	0.33	0.0	201.0	21.0	0.6	138.0	4.9	106.0	10.8	8.4	6.3	3.9	1.6	69.0	50.0	122.0	2.0
721	95	2	1	rifampicin	Repeat	8 day	0	mg/kg	Control	883.0	75.0	121.0	144.0	0.22	0.0	196.0	21.0	0.6	142.0	4.6	105.0	11.0	8.8	6.5	4.3	2.0	67.0	31.0	120.0	1.0
726	95	3	1	rifampicin	Repeat	15 day	0	mg/kg	Control	558.0	77.0	154.0	150.0	0.25	0.05	243.0	18.0	0.7	139.0	5.1	107.0	10.3	7.8	6.3	3.9	1.6	49.0	32.0	91.0	1.0
731	95	4	1	rifampicin	Repeat	29 day	0	mg/kg	Control	529.0	69.0	117.0	139.0	0.23	0.0	211.0	19.0	0.6	139.0	4.8	108.0	9.9	6.4	6.4	4.0	1.7	53.0	29.0	99.0	0.0
736	95	5	1	rifampicin	Repeat	4 day	20	mg/kg	Low	756.0	60.0	61.0	106.0	0.16	0.0	205.0	14.0	0.5	138.0	4.7	107.0	10.4	7.9	5.8	3.6	1.6	61.0	29.0	131.0	1.0
741	95	6	1	rifampicin	Repeat	8 day	20	mg/kg	Low	846.0	90.0	157.0	172.0	0.26	0.0	208.0	17.0	0.4	138.0	5.5	106.0	10.1	7.6	5.8	3.6	1.6	62.0	27.0	104.0	2.0
746	95	7	1	rifampicin	Repeat	15 day	20	mg/kg	Low	673.0	69.0	264.0	172.0	0.28	0.0	196.0	19.0	0.5	140.0	4.8	105.0	9.8	7.4	6.5	4.0	1.6	47.0	21.0	73.0	0.0
751	95	8	1	rifampicin	Repeat	29 day	20	mg/kg	Low	609.0	68.0	128.0	148.0	0.25	0.0	203.0	18.0	0.7	140.0	4.6	110.0	10.4	6.1	6.3	4.1	1.9	61.0	33.0	100.0	1.0
756	95	9	1	rifampicin	Repeat	4 day	60	mg/kg	Middle	733.0	92.0	84.0	137.0	0.32	0.0	202.0	19.0	0.5	138.0	4.7	106.0	10.5	8.3	5.8	3.5	1.5	60.0	34.0	128.0	1.0
761	95	10	1	rifampicin	Repeat	8 day	60	mg/kg	Middle	848.0	74.0	116.0	144.0	0.36	0.03	201.0	18.0	0.6	140.0	4.9	107.0	10.0	7.4	5.9	3.9	2.0	57.0	31.0	91.0	4.0
766	95	11	1	rifampicin	Repeat	15 day	60	mg/kg	Middle	779.0	70.0	97.0	142.0	0.28	0.03	213.0	19.0	0.6	139.0	5.2	108.0	10.0	7.7	6.1	4.0	1.9	63.0	35.0	97.0	1.0
771	95	12	1	rifampicin	Repeat	29 day	60	mg/kg	Middle	498.0	85.0	103.0	160.0	0.33	0.04	188.0	18.0	0.6	141.0	4.2	108.0	10.7	7.5	6.1	4.1	2.1	55.0	34.0	88.0	2.0
776	95	13	1	rifampicin	Repeat	4 day	200	mg/kg	High	913.0	98.0	121.0	159.0	0.57	0.11	185.0	19.0	0.5	140.0	5.1	104.0	10.3	9.3	6.0	3.8	1.7	53.0	32.0	97.0	1.0
781	95	14	1	rifampicin	Repeat	8 day	200	mg/kg	High	741.0	71.0	65.0	131.0	0.37	0.29	174.0	17.0	0.5	140.0	4.9	105.0	10.2	8.5	6.1	3.6	1.4	63.0	35.0	133.0	2.0
786	95	15	1	rifampicin	Repeat	15 day	200	mg/kg	High	855.0	89.0	110.0	157.0	0.4	0.26	172.0	15.0	0.5	140.0	5.2	109.0	10.1	7.8	6.3	4.1	1.9	60.0	30.0	91.0	1.0
791	95	16	1	rifampicin	Repeat	29 day	200	mg/kg	High	705.0	58.0	45.0	110.0	0.48	0.17	198.0	14.0	0.6	141.0	4.5	110.0	10.3	7.1	6.0	4.0	2.0	44.0	34.0	90.0	2.0
796	96	1	1	phenylbutazone	Single	3 hr	0	mg/kg	Control	915.0	69.0	101.0	140.0	0.29	0.04	170.0	14.0	0.5	137.0	5.5	106.0	10.6	9.0	5.9	4.0	2.1	70.0	33.0	107.0	2.0
801	96	2	1	phenylbutazone	Single	6 hr	0	mg/kg	Control	965.0	73.0	89.0	138.0	0.27	0.01	184.0	14.0	0.5	139.0	5.4	105.0	10.6	10.0	5.6	3.7	2.0	64.0	36.0	114.0	1.0
806	96	3	1	phenylbutazone	Single	9 hr	0	mg/kg	Control	966.0	87.0	75.0	153.0	0.29	0.03	177.0	12.0	0.5	142.0	6.7	103.0	10.6	10.3	5.8	4.1	2.4	67.0	30.0	114.0	1.0
811	96	4	1	phenylbutazone	Single	24 hr	0	mg/kg	Control	896.0	100.0	130.0	180.0	0.18	0.0	197.0	21.0	0.6	136.0	6.0	105.0	10.7	7.7	6.0	3.9	1.9	64.0	31.0	141.0	1.0
816	96	5	1	phenylbutazone	Single	3 hr	20	mg/kg	Low	1105.0	80.0	148.0	154.0	0.42	0.07	193.0	13.0	0.6	140.0	4.5	105.0	10.8	10.7	5.9	4.0	2.1	63.0	39.0	98.0	1.0
821	96	6	1	phenylbutazone	Single	6 hr	20	mg/kg	Low	755.0	99.0	75.0	161.0	0.27	0.02	204.0	14.0	0.6	137.0	5.1	103.0	10.8	8.8	5.9	4.0	2.1	59.0	37.0	89.0	2.0
826	96	7	1	phenylbutazone	Single	9 hr	20	mg/kg	Low	1005.0	67.0	56.0	120.0	0.22	0.0	194.0	12.0	0.6	141.0	6.0	101.0	10.6	10.5	6.0	4.2	2.3	62.0	34.0	121.0	3.0
831	96	8	1	phenylbutazone	Single	24 hr	20	mg/kg	Low	917.0	95.0	119.0	170.0	0.29	0.01	201.0	18.0	0.5	139.0	4.7	105.0	10.7	7.1	6.1	4.0	1.9	65.0	31.0	104.0	1.0
836	96	9	1	phenylbutazone	Single	3 hr	60	mg/kg	Middle	882.0	88.0	107.0	148.0	0.32	0.0	197.0	16.0	0.5	138.0	5.0	104.0	10.7	10.1	5.9	3.7	1.7	66.0	38.0	90.0	2.0
841	96	10	1	phenylbutazone	Single	6 hr	60	mg/kg	Middle	775.0	63.0	99.0	123.0	0.37	0.12	176.0	13.0	0.5	138.0	5.5	106.0	10.3	10.0	5.7	3.7	1.9	67.0	34.0	100.0	2.0
846	96	11	1	phenylbutazone	Single	9 hr	60	mg/kg	Middle	1151.0	64.0	88.0	132.0	0.23	0.0	204.0	9.0	0.5	142.0	4.3	105.0	9.5	10.3	5.7	3.8	2.0	57.0	36.0	70.0	2.0
850	96	12	1	phenylbutazone	Single	24 hr	60	mg/kg	Middle	905.0	81.0	201.0	153.0	0.37	0.0	188.0	20.0	0.6	139.0	4.6	105.0	10.5	6.6	6.2	4.1	2.0	67.0	37.0	104.0	1.0
855	96	13	1	phenylbutazone	Single	3 hr	200	mg/kg	High	762.0	80.0	80.0	141.0	0.36	0.1	182.0	13.0	0.6	138.0	4.5	106.0	10.3	10.6	5.7	3.6	1.7	80.0	44.0	92.0	2.0
860	96	14	1	phenylbutazone	Single	6 hr	200	mg/kg	High	758.0	75.0	69.0	133.0	0.16	0.07	168.0	15.0	0.6	138.0	5.2	105.0	10.7	10.2	5.5	3.7	2.1	62.0	41.0	83.0	1.0
865	96	15	1	phenylbutazone	Single	9 hr	200	mg/kg	High	1207.0	54.0	150.0	117.0	0.26	0.01	171.0	15.0	0.7	138.0	5.2	105.0	9.8	9.7	5.4	3.6	2.0	81.0	49.0	112.0	1.0
870	96	16	1	phenylbutazone	Single	24 hr	200	mg/kg	High	993.0	82.0	101.0	130.0	0.37	0.0	174.0	26.0	0.4	138.0	5.0	100.0	10.7	9.5	5.8	3.6	1.6	81.0	82.0	126.0	2.0
875	97	1	1	phenylbutazone	Repeat	4 day	0	mg/kg	Control	1016.0	103.0	157.0	196.0	0.18	0.0	217.0	16.0	0.5	137.0	5.1	101.0	10.8	10.0	6.4	4.3	2.1	54.0	39.0	119.0	3.0
880	97	2	1	phenylbutazone	Repeat	8 day	0	mg/kg	Control	1018.0	73.0	51.0	135.0	0.28	0.0	216.0	20.0	0.5	142.0	4.7	102.0	10.4	8.5	6.8	4.0	1.4	79.0	40.0	91.0	2.0
885	97	3	1	phenylbutazone	Repeat	15 day	0	mg/kg	Control	749.0	82.0	218.0	167.0	0.26	0.02	241.0	22.0	0.6	139.0	4.8	107.0	10.6	7.9	6.5	4.0	1.6	61.0	29.0	133.0	1.0
890	97	4	1	phenylbutazone	Repeat	29 day	0	mg/kg	Control	838.0	51.0	140.0	123.0	0.22	0.02	220.0	19.0	0.6	139.0	4.1	107.0	9.7	6.0	6.4	3.8	1.5	68.0	37.0	69.0	1.0
895	97	5	1	phenylbutazone	Repeat	4 day	20	mg/kg	Low	844.0	88.0	146.0	167.0	0.22	0.0	215.0	16.0	0.5	140.0	4.9	106.0	10.3	7.8	6.1	4.0	1.9	61.0	30.0	104.0	1.0
900	97	6	1	phenylbutazone	Repeat	8 day	20	mg/kg	Low	789.0	73.0	79.0	142.0	0.31	0.0	207.0	17.0	0.5	138.0	4.9	104.0	10.1	8.0	6.6	3.9	1.4	61.0	29.0	92.0	1.0
905	97	7	1	phenylbutazone	Repeat	15 day	20	mg/kg	Low	814.0	65.0	275.0	152.0	0.31	0.0	222.0	19.0	0.6	137.0	5.5	108.0	10.5	7.1	6.1	4.2	2.2	59.0	29.0	88.0	1.0
910	97	8	1	phenylbutazone	Repeat	29 day	20	mg/kg	Low	694.0	67.0	187.0	157.0	0.23	0.02	209.0	21.0	0.6	141.0	4.3	106.0	10.5	7.1	6.9	4.4	1.8	61.0	35.0	89.0	1.0
915	97	9	1	phenylbutazone	Repeat	4 day	60	mg/kg	Middle	953.0	112.0	204.0	206.0	0.2	0.0	188.0	20.0	0.6	139.0	4.9	105.0	10.5	7.3	6.1	4.0	1.9	55.0	36.0	112.0	2.0
920	97	10	1	phenylbutazone	Repeat	8 day	60	mg/kg	Middle	1009.0	100.0	192.0	188.0	0.1	0.0	221.0	26.0	0.5	139.0	5.1	106.0	10.8	8.7	6.9	4.1	1.5	62.0	42.0	96.0	1.0
925	97	11	1	phenylbutazone	Repeat	15 day	60	mg/kg	Middle	817.0	60.0	139.0	129.0	0.29	0.01	199.0	17.0	0.6	140.0	4.5	106.0	10.3	7.8	6.3	4.2	2.0	60.0	29.0	104.0	1.0
930	97	12	1	phenylbutazone	Repeat	29 day	60	mg/kg	Middle	481.0	85.0	232.0	179.0	0.28	0.0	191.0	22.0	0.6	141.0	4.1	105.0	10.6	7.7	6.7	4.5	2.1	50.0	28.0	66.0	1.0
935	97	13	1	phenylbutazone	Repeat	4 day	200	mg/kg	High	391.0	72.0	123.0	129.0	0.12	0.0	192.0	20.0	0.6	141.0	5.7	107.0	10.0	7.5	5.1	2.8	1.2	44.0	21.0	72.0	3.0
940	97	14	1	phenylbutazone	Repeat	8 day	200	mg/kg	High	843.0	66.0	109.0	131.0	0.29	0.0	206.0	22.0	0.6	138.0	4.5	103.0	10.4	8.2	6.6	4.0	1.5	59.0	34.0	92.0	1.0
945	97	15	1	phenylbutazone	Repeat	15 day	200	mg/kg	High	653.0	68.0	199.0	134.0	0.35	0.0	180.0	23.0	0.5	139.0	4.3	106.0	10.4	8.2	6.3	3.8	1.5	69.0	35.0	87.0	1.0
950	97	16	1	phenylbutazone	Repeat	29 day	200	mg/kg	High	443.0	70.0	109.0	127.0	0.29	0.0	175.0	23.0	0.6	141.0	4.4	105.0	10.5	6.9	6.4	4.1	1.8	53.0	23.0	63.0	1.0
955	98	1	1	clofibrate	Single	3 hr	0	mg/kg	Control	1321.0	91.0	183.0	193.0	0.31	0.24	199.0	14.0	0.4	138.0	4.1	100.0	11.2	9.1	6.1	3.7	1.5	72.0	38.0	221.0	1.0
960	98	2	1	clofibrate	Single	6 hr	0	mg/kg	Control	938.0	67.0	106.0	143.0	0.19	0.13	193.0	10.0	0.3	139.0	3.9	102.0	10.0	8.3	5.6	3.5	1.7	74.0	33.0	211.0	1.0
965	98	3	1	clofibrate	Single	9 hr	0	mg/kg	Control	918.0	64.0	70.0	133.0	0.15	0.1	199.0	11.0	0.4	140.0	4.0	102.0	10.1	10.6	5.2	3.2	1.6	62.0	28.0	150.0	0.0
970	98	4	1	clofibrate	Single	24 hr	0	mg/kg	Control	901.0	57.0	102.0	131.0	0.14	0.08	192.0	13.0	0.4	139.0	4.0	102.0	10.4	6.0	5.3	3.4	1.8	60.0	29.0	159.0	1.0
975	98	5	1	clofibrate	Single	3 hr	30	mg/kg	Low	1052.0	84.0	135.0	175.0	0.36	0.3	211.0	11.0	0.4	139.0	4.1	103.0	11.3	9.2	5.6	3.5	1.7	72.0	42.0	193.0	2.0
980	98	6	1	clofibrate	Single	6 hr	30	mg/kg	Low	933.0	64.0	105.0	135.0	0.19	0.13	185.0	10.0	0.4	141.0	3.8	104.0	10.9	8.7	5.5	3.3	1.5	76.0	40.0	261.0	1.0
985	98	7	1	clofibrate	Single	9 hr	30	mg/kg	Low	705.0	62.0	52.0	123.0	0.1	0.05	227.0	11.0	0.4	140.0	3.8	101.0	10.3	11.0	5.4	3.2	1.5	61.0	24.0	124.0	1.0
990	98	8	1	clofibrate	Single	24 hr	30	mg/kg	Low	1138.0	71.0	127.0	153.0	0.15	0.09	223.0	13.0	0.3	140.0	4.0	102.0	10.8	6.7	5.4	3.3	1.6	65.0	32.0	205.0	0.0
995	98	9	1	clofibrate	Single	3 hr	100	mg/kg	Middle	677.0	58.0	123.0	139.0	0.33	0.26	198.0	8.0	0.4	140.0	3.9	104.0	10.9	7.6	5.5	3.4	1.6	75.0	34.0	194.0	0.0
1000	98	10	1	clofibrate	Single	6 hr	100	mg/kg	Middle	1378.0	75.0	142.0	149.0	0.28	0.22	190.0	9.0	0.3	140.0	4.0	104.0	11.2	7.8	5.4	3.5	1.8	65.0	33.0	244.0	0.0
1005	98	11	1	clofibrate	Single	9 hr	100	mg/kg	Middle	1025.0	52.0	91.0	110.0	0.15	0.1	199.0	10.0	0.4	140.0	3.1	102.0	10.5	10.1	5.5	3.7	2.1	66.0	31.0	180.0	1.0
1010	98	12	1	clofibrate	Single	24 hr	100	mg/kg	Middle	764.0	63.0	83.0	137.0	0.13	0.08	215.0	14.0	0.4	138.0	3.4	99.0	11.0	7.7	5.7	3.5	1.6	70.0	39.0	211.0	1.0
1015	98	13	1	clofibrate	Single	3 hr	300	mg/kg	High	985.0	84.0	80.0	155.0	0.17	0.11	206.0	10.0	0.4	141.0	3.5	103.0	11.2	8.1	5.6	3.2	1.3	70.0	40.0	291.0	0.0
1020	98	14	1	clofibrate	Single	6 hr	300	mg/kg	High	1090.0	68.0	77.0	133.0	0.14	0.08	207.0	8.0	0.4	141.0	3.8	102.0	10.9	9.7	5.5	3.5	1.8	62.0	36.0	201.0	1.0
1025	98	15	1	clofibrate	Single	9 hr	300	mg/kg	High	932.0	42.0	124.0	108.0	0.13	0.1	190.0	10.0	0.3	140.0	3.7	103.0	10.7	9.8	5.5	3.2	1.4	72.0	31.0	200.0	2.0
1030	98	16	1	clofibrate	Single	24 hr	300	mg/kg	High	1049.0	46.0	120.0	108.0	0.16	0.11	200.0	17.0	0.4	141.0	3.7	101.0	10.4	7.3	5.4	3.4	1.7	84.0	37.0	250.0	1.0
1035	99	1	1	clofibrate	Repeat	4 day	0	mg/kg	Control	935.0	86.0	137.0	169.0	0.14	0.09	198.0	13.0	0.4	139.0	4.9	102.0	10.9	7.5	5.5	3.4	1.6	65.0	39.0	173.0	1.0
1040	99	2	1	clofibrate	Repeat	8 day	0	mg/kg	Control	1138.0	56.0	163.0	127.0	0.21	0.16	234.0	15.0	0.4	137.0	4.3	101.0	10.5	6.4	5.9	3.7	1.7	60.0	28.0	243.0	1.0
1045	99	3	1	clofibrate	Repeat	15 day	0	mg/kg	Control	845.0	68.0	131.0	149.0	0.14	0.09	215.0	15.0	0.4	139.0	4.1	100.0	9.6	7.3	6.0	3.2	1.1	65.0	41.0	184.0	1.0
1050	99	4	1	clofibrate	Repeat	29 day	0	mg/kg	Control	596.0	59.0	194.0	135.0	0.16	0.11	239.0	15.0	0.4	139.0	4.0	102.0	10.3	5.6	6.0	3.3	1.2	56.0	32.0	174.0	1.0
1055	99	5	1	clofibrate	Repeat	4 day	30	mg/kg	Low	1079.0	71.0	119.0	138.0	0.19	0.14	196.0	17.0	0.5	140.0	4.2	102.0	10.7	5.9	5.6	3.5	1.7	73.0	39.0	240.0	1.0
1060	99	6	1	clofibrate	Repeat	8 day	30	mg/kg	Low	839.0	51.0	75.0	110.0	0.1	0.06	222.0	16.0	0.5	140.0	3.4	102.0	10.5	6.4	5.7	3.3	1.4	66.0	34.0	207.0	2.0
1065	99	7	1	clofibrate	Repeat	15 day	30	mg/kg	Low	766.0	53.0	146.0	118.0	0.16	0.1	266.0	17.0	0.5	137.0	4.6	100.0	10.3	6.6	5.5	3.1	1.3	52.0	32.0	138.0	1.0
1070	99	8	1	clofibrate	Repeat	29 day	30	mg/kg	Low	974.0	53.0	124.0	119.0	0.16	0.11	217.0	15.0	0.4	139.0	4.0	102.0	10.1	5.3	5.5	3.1	1.3	64.0	37.0	133.0	1.0
1075	99	9	1	clofibrate	Repeat	4 day	100	mg/kg	Middle	1216.0	56.0	153.0	131.0	0.17	0.12	207.0	16.0	0.4	141.0	4.3	103.0	11.1	5.8	5.5	3.4	1.6	68.0	39.0	213.0	0.0
1080	99	10	1	clofibrate	Repeat	8 day	100	mg/kg	Middle	767.0	45.0	28.0	91.0	0.12	0.07	224.0	16.0	0.4	140.0	3.8	102.0	10.3	7.5	5.7	3.7	1.9	56.0	33.0	194.0	0.0
1085	99	11	1	clofibrate	Repeat	15 day	100	mg/kg	Middle	591.0	62.0	97.0	139.0	0.13	0.07	231.0	17.0	0.4	138.0	4.1	99.0	10.4	6.4	5.8	3.4	1.4	62.0	39.0	170.0	1.0
1090	99	12	1	clofibrate	Repeat	29 day	100	mg/kg	Middle	810.0	42.0	76.0	108.0	0.13	0.08	200.0	14.0	0.5	140.0	3.8	103.0	10.3	5.6	5.8	3.7	1.8	54.0	32.0	130.0	1.0
1095	99	13	1	clofibrate	Repeat	4 day	300	mg/kg	High	917.0	36.0	44.0	92.0	0.11	0.07	210.0	16.0	0.4	142.0	3.9	102.0	10.6	4.9	5.4	3.5	1.8	71.0	45.0	221.0	1.0
1100	99	14	1	clofibrate	Repeat	8 day	300	mg/kg	High	1301.0	34.0	48.0	88.0	0.12	0.07	238.0	19.0	0.5	142.0	3.5	103.0	10.9	7.1	5.9	4.1	2.3	58.0	28.0	206.0	1.0
1105	99	15	1	clofibrate	Repeat	15 day	300	mg/kg	High	608.0	42.0	43.0	108.0	0.11	0.05	198.0	16.0	0.4	141.0	3.6	103.0	10.5	6.7	5.8	3.7	1.8	61.0	43.0	133.0	0.0
1110	99	16	1	clofibrate	Repeat	29 day	300	mg/kg	High	807.0	49.0	47.0	123.0	0.12	0.05	204.0	14.0	0.4	141.0	3.6	103.0	10.2	4.6	6.0	3.7	1.6	65.0	40.0	99.0	1.0
1115	101	1	1	naphthyl isothiocyanate	Repeat	4 day	0	mg/kg	Control	666.0	76.0	93.0	149.0	0.14	0.08	238.0	18.0	0.5	140.0	3.7	101.0	10.4	6.1	5.4	3.4	1.7	64.0	42.0	217.0	1.0
1120	101	2	1	naphthyl isothiocyanate	Repeat	8 day	0	mg/kg	Control	880.0	69.0	130.0	144.0	0.17	0.1	238.0	16.0	0.4	140.0	3.8	101.0	10.7	6.0	5.7	3.5	1.6	65.0	34.0	210.0	1.0
1125	101	3	1	naphthyl isothiocyanate	Repeat	15 day	0	mg/kg	Control	655.0	79.0	237.0	188.0	0.19	0.12	242.0	18.0	0.4	138.0	4.0	99.0	10.9	6.0	6.1	3.6	1.4	63.0	39.0	255.0	0.0
